0,1,2,3,4,5,6,7,8,9
1.0,1.0219033417922079,1.0216382137138729,1.0229890816992202,1.022890410656854,1.0229059381723966,1.0222354355146805,1.023072273264526,1.0213363140250746,1.0216664492555823
1.0243807222775339,1.0,1.0247478459157946,1.0236829688053624,1.025926228560101,1.0262638091481624,1.0255836811375958,1.0261584550385214,1.0249321300130216,1.0267541656240144
1.0218852830093923,1.0201435424085212,1.0,1.019935949377498,1.0203745843439749,1.0202768748660178,1.021249756036759,1.0198917664344898,1.0215364313115773,1.020433793255874
1.0233886360947535,1.0231229563220283,1.0226913379678988,1.0,1.0229611733118964,1.0245420072336864,1.0233316026557204,1.0227358149237973,1.0218200033192204,1.0225374845807174
1.0205780073652326,1.0203175229305466,1.019616385273789,1.020311292744308,1.0,1.0201357144169256,1.020797804159065,1.0198892217971438,1.0195364911598839,1.020427214428044
1.0256082633168788,1.0240114893957966,1.022934610858797,1.0225522542163017,1.023146549421553,1.0,1.0243366880112186,1.0250524576523392,1.0237108903193033,1.0242392243700895
1.0236779777653349,1.0238983475803949,1.0226205830464519,1.0234159240891758,1.0241812679236686,1.0224765722600782,1.0,1.022829106795223,1.0242788509254133,1.0244108507350627
1.021381525331964,1.0219083263908373,1.02110066214741,1.0215449335051399,1.0213148819064983,1.0209902021780346,1.0219051464138955,1.0,1.0219761311202933,1.0217458436317786
1.0212694009155754,1.0224491536515985,1.0215843747882665,1.0218218107927945,1.0219970220256758,1.0215293401360217,1.0226757866894827,1.0214884248386442,1.0,1.021991017742349
1.0227025284173856,1.0251436929828686,1.0237369767731392,1.0236572258087753,1.0231053787720268,1.0221763801397015,1.0249299149975473,1.025402903322271,1.0232680303830397,1.0
