0,1,2,3,4
1.0,0.70606,0.68642,0.6983,0.7022
0.7113,1.0,0.7071,0.71294,0.70832
0.6997,0.71528,1.0,0.7215,0.70876
0.70422,0.71268,0.71788,1.0,0.70784
0.70448,0.70666,0.69686,0.7006,1.0
