0,1,2,3,4,5,6,7,8,9,case-spl
1.0,0.9807946968929275,0.9817944100768292,0.9815015197221545,0.9810227416620224,0.980769498986564,0.9797765766012622,0.9784395563637874,0.9815502386476616,0.9800059979639437,0.6337985562577838
0.9783895611569403,1.0,0.9784491971463086,0.9781364533047439,0.9778964725167477,0.9783533545323008,0.9776004064409892,0.9786875116622588,0.9780540123324969,0.9774750749492364,0.6304371242041703
0.9822844024721302,0.981910177533117,1.0,0.983188736013465,0.9824357356571118,0.9818296303228846,0.9824854301477991,0.9817671863244846,0.9824254434757654,0.9820885072731381,0.6205351086148124
0.9811040567003447,0.9803579118572074,0.9810509243028537,1.0,0.9802914527599043,0.9803676693348452,0.9803830196964294,0.9793614433604915,0.9805971970823091,0.9816617784860975,0.631300095100677
0.9815423365388437,0.9808046116850931,0.9823821152891788,0.9819911436006858,1.0,0.980612575545683,0.9810725721731455,0.9813620667149907,0.9819827113315552,0.9806740842301276,0.6228754544781792
0.9787111421657488,0.9783348090698337,0.9788166513893198,0.979483007108853,0.9778456479308796,1.0,0.9781628919542169,0.9788705581766547,0.9789134516685751,0.9784012495233625,0.6282514506716728
0.9791421074606943,0.9790593111998434,0.9804105550203239,0.9802880828797071,0.9798166372119798,0.9795919442992213,1.0,0.9794338951911914,0.979866995909701,0.9795044079800721,0.6288059285536318
0.979529206692835,0.9805726427963604,0.9802043157009864,0.9807384927400702,0.9803732191222825,0.9805964788015369,0.9796662609995221,1.0,0.9796875990349253,0.9804875230240289,0.6253518683610304
0.9828179621746828,0.9808031656088059,0.9811187555015769,0.981500177739476,0.9806338460740787,0.9813959269575204,0.9807476653281542,0.9801861484189436,1.0,0.980806509074926,0.6199288712148856
0.979319026617816,0.9778542957120262,0.9782688982870539,0.9795983678497114,0.9786359140900828,0.9786293752732786,0.9785299554776148,0.9782953179822761,0.9788007246210497,1.0,0.6351379913184024
