0,1,2,3,4,5,6,7,8,9
1.0,0.9221010751952604,0.9794103039419573,0.9806710614219376,0.9500291249517423,0.9489990565982477,0.9746363849004643,0.9389337255438361,0.9844869395795516,0.9573743739082247
0.9221010751952601,1.0,0.9409864255574987,0.9386661107445861,0.9374025909381328,0.9586379732966315,0.9341589545834995,0.9604195838506148,0.918276316876944,0.9343179555447865
0.9794103039419573,0.9409864255574981,1.0,0.9917710580267258,0.9650012456290115,0.9670897857161214,0.9887385054894127,0.9590077291457927,0.9733087739000175,0.969590927297714
0.9806710614219374,0.9386661107445861,0.9917710580267255,1.0,0.9610036072372993,0.9651982502695509,0.9891806607845132,0.95415326443803,0.9721489935133497,0.9689635369904386
0.9500291249517421,0.9374025909381325,0.965001245629011,0.9610036072372993,1.0,0.9348886649281185,0.9600401266501523,0.9281275301460171,0.9439777127713954,0.9397891489792741
0.9489990565982486,0.9586379732966316,0.9670897857161211,0.9651982502695513,0.9348886649281186,1.0,0.9639070768490543,0.9856991520788073,0.9546778733777159,0.960381510551695
0.9746363849004638,0.9341589545834991,0.9887385054894127,0.9891806607845143,0.9600401266501523,0.9639070768490539,1.0,0.9540497907613421,0.9687898147105758,0.9638048468821324
0.9389337255438357,0.9604195838506144,0.9590077291457921,0.9541532644380294,0.9281275301460173,0.9856991520788082,0.9540497907613419,1.0,0.9467212737601819,0.9661380544923253
0.9844869395795522,0.9182763168769434,0.9733087739000182,0.9721489935133498,0.9439777127713959,0.9546778733777153,0.9687898147105759,0.946721273760182,1.0,0.9609165819114565
0.9573743739082238,0.9343179555447862,0.9695909272977145,0.9689635369904382,0.939789148979274,0.960381510551695,0.9638048468821325,0.9661380544923253,0.9609165819114569,1.0
