0,1,2,3,4
1.0,0.7936,0.7644,0.7702,0.7956
0.7936,1.0,0.781,0.784,0.7864
0.7644,0.781,1.0,0.7918,0.7622
0.7702,0.784,0.7918,1.0,0.7858
0.7956,0.7864,0.7622,0.7858,1.0
