0,1,2,3,4,5,6,7,8,9
1.0,0.44987,0.47045,0.48803,0.47185,0.47076,0.46242,0.45358,0.48196,0.47177
0.44987,1.0,0.45155,0.45327,0.45322,0.46147,0.4405,0.46242,0.44195,0.44378
0.47045,0.45155,1.0,0.4834,0.47611,0.46511,0.46843,0.45817,0.46645,0.46344
0.48803,0.45327,0.4834,1.0,0.483,0.48051,0.47422,0.46464,0.47287,0.47239
0.47185,0.45322,0.47611,0.483,1.0,0.46684,0.47305,0.46036,0.46938,0.46055
0.47076,0.46147,0.46511,0.48051,0.46684,1.0,0.4576,0.46799,0.46283,0.46879
0.46242,0.4405,0.46843,0.47422,0.47305,0.4576,1.0,0.45425,0.45818,0.45269
0.45358,0.46242,0.45817,0.46464,0.46036,0.46799,0.45425,1.0,0.45168,0.45515
0.48196,0.44195,0.46645,0.47287,0.46938,0.46283,0.45818,0.45168,1.0,0.46443
0.47177,0.44378,0.46344,0.47239,0.46055,0.46879,0.45269,0.45515,0.46443,1.0
