0,1,2,3,4,5,6,7,8,9,case-spl
1.0,0.9864701692600902,0.9872721138141889,0.9864152363376156,0.9864303431886166,0.9863956280553187,0.9858035917241418,0.9858358985619643,0.9873739579539618,0.9865682314840053,0.6457162472475896
0.9845428292454546,1.0,0.9849471353001504,0.9850243668214183,0.9843024685624773,0.9848029444674519,0.9843066774979615,0.9847580115422552,0.9846102248719132,0.9845505324624982,0.6439373393093597
0.9874793707962064,0.9873751930915666,1.0,0.9879397689295014,0.9872880601105322,0.9874328279457065,0.9879963078569239,0.9876877636439763,0.9873723409593019,0.987661859612155,0.6330472290707998
0.9859992373952393,0.9859461591224316,0.9862722092218742,1.0,0.9853985466247582,0.9857799512406363,0.9856126338028325,0.9853906444209888,0.986218177753254,0.9867660277981487,0.6445027200900866
0.9872800083747791,0.9871564420139716,0.9878001720491325,0.9871131518422389,1.0,0.9870657473153416,0.98660401426962,0.9869816497724068,0.9874834407228351,0.9872772634151865,0.6362341951163788
0.9841537840165179,0.9846485457305338,0.9846730294609585,0.9853898204128017,0.9839633719786037,1.0,0.9844612620997093,0.9845450803661983,0.9846884160140018,0.9844456025311553,0.6416235575175402
0.9852410370051929,0.9852016220055013,0.9856829634292652,0.9855020541520179,0.9848974623691105,0.9853270743693392,1.0,0.9849397205194418,0.9850208232706583,0.985203448166021,0.6428695356081757
0.9855071388218273,0.9863142553663389,0.9860761095300056,0.9865469477861033,0.9858961540447709,0.9862145326369899,0.9856225065391893,1.0,0.9854890648486714,0.9863746967948496,0.6391600389289709
0.9873862555732619,0.9866386703751697,0.9865038570448269,0.9863294500367459,0.9859152781711178,0.9868792396756932,0.9860998287023526,0.9860041942588381,1.0,0.9868639081238135,0.632553013695563
0.985833641841231,0.9843107752830937,0.9847881602550371,0.9848920291160804,0.9851630986291918,0.9854638020497904,0.9846342066758819,0.9843907146932415,0.9861364632531383,1.0,0.6473401577118456
