0,1,2,3,4,5,6,7,8,9
1.0,1.0241918965773846,1.022440525062538,1.0252846686978647,1.0261322016434757,1.0242521519930132,1.0236156560307828,1.0262286359802961,1.0228912414392843,1.0237787417324014
1.0271203792607968,1.0,1.0256478752097051,1.0264832702134519,1.0291056773772262,1.0282730187643536,1.0275212651775805,1.0286991697594632,1.0258974452263665,1.0276658610973928
1.0251446690535575,1.024153981433787,1.0,1.0235143961887583,1.0236641902809185,1.0228264241118579,1.0232561061569307,1.023453929668557,1.025487861551369,1.0229618876685147
1.0250240513434439,1.026605541455794,1.025450993132024,1.0,1.0240266852918627,1.0257269218235268,1.0244985140430698,1.0269794721124776,1.0227038182775727,1.0233862781734921
1.02423722739395,1.0246004601693368,1.0216013343553858,1.0232923545160335,1.0,1.0230459181909806,1.023451290452952,1.023651989596757,1.0223129406976783,1.0220759075254862
1.0301746417869433,1.0280822123275584,1.0251972903308837,1.026901189473305,1.0271445881798742,1.0,1.0271894062357552,1.0288987461133365,1.0259027187403056,1.0264711890073803
1.0266153637056066,1.0273324344756813,1.0242033314795371,1.0274827026419078,1.02640214351981,1.0254051006346394,1.0,1.0272927725771472,1.0266545949113592,1.0265737882226895
1.024769793405824,1.0243499712019106,1.022345574878307,1.0237466794755732,1.022616877134173,1.0233278918150455,1.0236333519946967,1.0,1.0233635520757474,1.0224817477759476
1.0237867055467555,1.0250816399268943,1.0229706192003751,1.0244400760847177,1.0258206158759409,1.0233974259559004,1.0241035597501698,1.024854758317153,1.0,1.023502410984959
1.0270216515124555,1.0290063887040488,1.0264704247150858,1.0276302698405135,1.0257195615847063,1.0252657005652512,1.026966825123856,1.029239791577789,1.0261617306927855,1.0
