0,1,2,3,4,5,100%
1.0,0.94,0.945,0.878,0.946,0.967
0.939,1.0,0.954,0.882,0.943,0.964
0.95,0.956,1.0,0.89,0.943,0.968
0.878,0.873,0.884,1.0,0.859,0.89
0.929,0.924,0.927,0.859,1.0,0.945
0.969,0.965,0.97,0.897,0.958,1.0
