0,1,2,3,4,5,6,7,8,9,case-spl
1.0,0.963561739616546,0.9580164815476088,0.9612831005125047,0.9577878842770707,0.9567845119123058,0.9583127969965562,0.9573393153613914,0.9642241684096426,0.9670948794876909,0.48424800664344736
0.9635056564141279,1.0,0.9643797014508964,0.9619580313848687,0.9628427328283548,0.9639823027315826,0.969150440303708,0.9647782772932906,0.9696410645478818,0.96089821730841,0.47531406332355575
0.9605275834503056,0.9663370588881399,1.0,0.974213107231794,0.9730355848724095,0.9670052645166186,0.9660676043427504,0.9753375512787569,0.9658065263443896,0.9611643382471169,0.476938730629757
0.9610256609350395,0.9631130265566346,0.9728446326397809,1.0,0.9705883063412797,0.9703593871223398,0.9655766158465264,0.9728732357009547,0.9653193461785444,0.9624871352666972,0.4823970209409194
0.9610078208481716,0.9657993428108366,0.9736296285811075,0.9734939796212387,1.0,0.9679778852815895,0.9688874011462116,0.9739783450186035,0.9669678005965253,0.9612254790068158,0.47339228335974803
0.9582088613531836,0.9657375165407177,0.9664782518728582,0.9705809590208657,0.9661647824058397,1.0,0.9609186443850745,0.9661813430982863,0.9654689374007163,0.9570761034137844,0.4758176417740111
0.9604537716622065,0.9723624387287834,0.9669147485524048,0.9670138835146926,0.9675097644360098,0.9618483577608279,1.0,0.967839890238168,0.9671266178400404,0.9657368928234392,0.4836064753283599
0.9602962133463444,0.9672557323801934,0.9747996336884492,0.9757322992186376,0.9737759255539868,0.9671235234026627,0.9676302023230786,1.0,0.9659626310422295,0.9622611762951331,0.47554407903377605
0.966414353733704,0.9719045169446962,0.9659616881313692,0.9665380035152669,0.9661145567143213,0.9659931403397262,0.9664183523858828,0.9661223419689423,1.0,0.9651969293788125,0.4728604454196701
0.9649046054437709,0.9595172527423326,0.9576767866043817,0.9612126654908794,0.9566302718269188,0.9548477308198646,0.9602502400564223,0.9581396841493551,0.9620884616934542,1.0,0.4846850138571861
