0,1,2,3,4,5,6,7,8,9,10,100%
1.0,0.48856,0.46978,0.48732,0.47406,0.47946,0.47538,0.4686,0.48522,0.5053,0.55512
0.48856,1.0,0.47518,0.48512,0.4819,0.47702,0.494,0.47716,0.4878,0.4728,0.55486
0.46978,0.47518,1.0,0.51296,0.5076,0.4928,0.47508,0.50556,0.46974,0.4726,0.57664
0.48732,0.48512,0.51296,1.0,0.51644,0.51348,0.48142,0.51484,0.48064,0.48012,0.60264
0.47406,0.4819,0.5076,0.51644,1.0,0.50688,0.4864,0.50744,0.48506,0.47004,0.59564
0.47946,0.47702,0.4928,0.51348,0.50688,1.0,0.47284,0.4953,0.48624,0.47684,0.59674
0.47538,0.494,0.47508,0.48142,0.4864,0.47284,1.0,0.485,0.48082,0.47242,0.54896
0.4686,0.47716,0.50556,0.51484,0.50744,0.4953,0.485,1.0,0.47128,0.46758,0.58258
0.48522,0.4878,0.46974,0.48064,0.48506,0.48624,0.48082,0.47128,1.0,0.47794,0.56536
0.5053,0.4728,0.4726,0.48012,0.47004,0.47684,0.47242,0.46758,0.47794,1.0,0.55334
0.55512,0.55486,0.57664,0.60264,0.59564,0.59674,0.54896,0.58258,0.56536,0.55334,1.0
