0,1,2,3,4,5,6,7,8,9
1.0,1.01525523488989,1.0155219913756621,1.0162962357333607,1.015916382363264,1.0159944545208857,1.0159510144360804,1.016221446162233,1.0149620637918446,1.0152546757507552
1.0173585256686173,1.0,1.017449999125563,1.01658933870904,1.0177133505728773,1.018519984478892,1.0178622688843606,1.0183235031459583,1.0161411386210166,1.0190627111092945
1.0149827601354235,1.014334385413941,1.0,1.0142292988167037,1.01407636044947,1.0144774269332222,1.0145796421327473,1.013796523065322,1.0148978352685691,1.0142398989384611
1.0156997711066935,1.0160951401138891,1.0156764689837652,1.0,1.0158809108165499,1.0161230510981754,1.0158046099709221,1.0150601865570954,1.0150230483013476,1.0154288190757512
1.0146134518770058,1.0145030539368074,1.0139290109251786,1.014333896438376,1.0,1.014229118577787,1.014963723092325,1.0145703766438083,1.0139957949454141,1.0141831593995885
1.0180984680186995,1.0168423042607124,1.0164108352012164,1.0162443649334323,1.0157364249455911,1.0,1.0169741406291672,1.0168790678040542,1.0171675536784266,1.016868196806784
1.0163589172922134,1.0167886810175513,1.016423795461111,1.0163748166809192,1.0171331049976469,1.0160859393362849,1.0,1.0159726520721326,1.0171329872941473,1.01692634232237
1.0140851952802128,1.0148062866068337,1.0143024894227934,1.014602623177878,1.0144922101607845,1.0143339452120494,1.0150651661732661,1.0,1.0146267609801638,1.0152763786835175
1.01495408950458,1.0159389092406301,1.0151361992304289,1.0155695724003277,1.0150296391174154,1.0155633615526194,1.0155464482636538,1.0149512666978482,1.0,1.0152879377091137
1.0154251444691065,1.017073262283004,1.0162279189557664,1.0162638389233816,1.0159681580577464,1.0158330829258968,1.0179256156895828,1.0175788736200768,1.0167904644448602,1.0
