0,1,2,3,4,5,6,7,8,9,case-spl
1.0,0.9940941008417238,0.9941013954483734,0.9937738556514328,0.9938352644890229,0.9936946860324348,0.9938529914750329,0.9936259565917351,0.9943040872466151,0.99386155210928,0.5721074051020028
0.9936510899379348,1.0,0.9934352140900964,0.9936758718216185,0.9931478911338342,0.9931991599262763,0.9933859454232228,0.9932182299759593,0.9935929813718273,0.9930268507479938,0.5694056064870591
0.9941773004763474,0.9946959990592493,1.0,0.9948336303805667,0.9946733871552333,0.9945848427574757,0.9942935161170672,0.9948307278234945,0.9943080945306458,0.9945010653547864,0.5625639524605899
0.9934232931446904,0.9934261718704424,0.9934386472258264,1.0,0.9938486104019771,0.9934290611216998,0.9936010478814349,0.9934333739475751,0.9937792762659267,0.9937961012864551,0.5722446172525444
0.9942567020139754,0.9944350345972818,0.9945793982988458,0.9945478919857099,1.0,0.9944923668626713,0.9943521622857419,0.9944594957524764,0.9945833011868782,0.9944564263077073,0.565164258504733
0.9925542403394352,0.9929530932733205,0.993455032407653,0.9934982962576621,0.9931805150921602,1.0,0.9930158288150573,0.9929990664569979,0.9931771656893729,0.9930503640512579,0.5702889656264054
0.9931320222121426,0.9932983412168158,0.9932722119287406,0.9933433548363232,0.993013349588999,0.993474802383016,1.0,0.9934757162664357,0.9929850386473131,0.9930923324496638,0.5748593253418597
0.993787945411536,0.993893485407471,0.9941209189901968,0.9941702843698118,0.9940339124293005,0.993816692701632,0.9940180094030355,1.0,0.9939539594253449,0.9939469820201661,0.5673980454273245
0.994063345414073,0.9938670892518664,0.9939058557991951,0.9938157126299324,0.9939512785051439,0.9938892140256989,0.9936928063993945,0.9939869524309872,1.0,0.9938921882297987,0.5626354357537822
0.9936154623099914,0.9930283630800643,0.993192954592623,0.9932648770846848,0.9936676117112052,0.9937441306189078,0.9928806131566548,0.9929894636189719,0.9933055981048482,1.0,0.5719262112647254
